order_tstamp,wp_code,merchant_store_name,customer_reference,netsuite_invoice_number,channel_order_status,status_in_odoo,channel_code,channel_name,sku,product,principal,business_line,cogs,market_price,qty_order,value_ordered,gmv_exctax,picking_time,qty_picked,value_picked,handover_3pl_time,qty_routed,value_routed,delivered_time,qty_delivered,qty_return,value_delivered,value_return,warehouse,buyer_phone,shipping_longitude,shipping_latitude,transaction_source
2024-02-06 12:55:00+00:00,,produksi,PO-25039310,,Cancelled,,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORG3J01,Free My Baby Powder Telon Plus 50g,'-,,,0.0,1,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,6289674654437,,,Orami
2024-02-06 12:55:00+00:00,,produksi,PO-25039310,,Cancelled,,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORA8Y81002,Paket Gimmick Johnson & Johnson,'-,,,0.0,1,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,6289674654437,,,Orami
2024-02-06 12:58:00+00:00,,Nurlatifah,PO-25039349,,Cancelled,,rubix-orami_ORAMI,Orami Official Store - ORAMI,GNB0Q99,Goo.N Smile Baby Comfort Fit M-1,'-,,,61800.0,2,123600.0,110004.0,,2.0,123600.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,6289674654437,,,Orami
2024-02-06 14:45:00+00:00,,Sumantri,SIP202402-000007,INV/SIP/2024/000002042,Processing,,10478537_MSPR,Cecep Sumantri - Sooplai Reg,WAB0A15,Vidoran Xmart 1+ Vanilla 700gr (Pcs),'-,Sooplai : Sooplai Reg,47702.5901,48000.0,300,14400000.0,12816000.0,,300.0,14400000.0,,0.0,0.0,,300.0,0.0,14400000.0,0.0,FF - KG B2B (SIP),87771133794,,,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB0E11,MamyPoko Popok Celana Royal Soft - M 64 - Boys - 2 Pack Exclusive Online (Dus),'-,Sooplai : Sooplai Reg,229617.98133333,279200.0,15,4188000.0,3727320.0,,15.0,4188000.0,,0.0,0.0,,15.0,0.0,4188000.0,0.0,FF - KG B2B (SIP),82113447900,,,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB9Y83,Nutrilon Royal 3 Madu 800gr (Pcs),'-,Sooplai : Sooplai Reg,186589.5,203700.0,24,4888800.0,4351032.0,,24.0,4888800.0,,0.0,0.0,,24.0,0.0,4888800.0,0.0,FF - KG B2B (SIP),82113447900,,,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB0B40,MamyPoko Popok Celana Royal Soft - XL 46 - Boys - 2 Pack Exclusive Online (Dus),'-,Sooplai : Sooplai Reg,229619.12533333,279200.0,15,4188000.0,3727320.0,,15.0,4188000.0,,0.0,0.0,,15.0,0.0,4188000.0,0.0,FF - KG B2B (SIP),82113447900,,,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB0E19,MamyPoko Popok Celana Royal Soft - L 52 - Girls - 2 Pack Exclusive Online (Dus),'-,Sooplai : Sooplai Reg,229618.01533333,279200.0,15,4188000.0,3727320.0,,15.0,4188000.0,,0.0,0.0,,15.0,0.0,4188000.0,0.0,FF - KG B2B (SIP),82113447900,,,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB9Y64,Frisian Flag Primamil 6-12 Bulan 750gr (Pcs),'-,Sooplai : Sooplai Reg,80977.47722222,92000.0,18,1656000.0,1473840.0,,18.0,1656000.0,,0.0,0.0,,18.0,0.0,1656000.0,0.0,FF - KG B2B (SIP),82113447900,,,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB9R52,SGM Eksplor 1+ Vanila 900gr (Pcs),'-,Sooplai : Sooplai Reg,80260.7028,83500.0,50,4175000.0,3715750.0,,50.0,4175000.0,,0.0,0.0,,50.0,0.0,4175000.0,0.0,FF - KG B2B (SIP),82113447900,,,B2B
2024-02-06 15:20:00+00:00,,Beni,SIP202402-000009,,Processing,,10478524_MSPR,Beni - Sooplai Reg,WAB9Y86,Nutribaby Royal Acti Duo Bio 1 800gr (Pcs),'-,,,237500.0,50,11875000.0,10568750.0,,50.0,11875000.0,,0.0,0.0,,0.0,0.0,0.0,0.0,FF - KG B2B (SIP),81281890561,,,B2B
2024-02-06 11:31:00+00:00,WP51510311055,Manik,B2B20240206W2202205_01E,INV/SIP/2024/000002016,Complete,,1082B2BWP_MAWP,B2B - AWP,WAB9M14,Lux Sabun Batang Lily Fresh 70gr - 75gr (Pcs),'-,Warung Pintar : Bispin 1,2963.11,3173.61,144,456999.84,406729.85760000005,,144.0,456999.84,,0.0,0.0,,144.0,0.0,456999.84,0.0,Denpasar - WP B2B,6281330010601,,,Network B2B
2024-02-06 11:31:00+00:00,WP51510311433,KME_GROSIR,B2B20240206W2202205_02E,INV/SIP/2024/000002012,Complete,,1082B2BWP_MAWP,B2B - AWP,BNB8A22,Bango Kecap Manis 59ml - 60ml (Pcs),'-,Warung Pintar : Bispin 1,2037.9,2270.83,720,1634997.5999999999,1455147.8639999998,,720.0,1634997.5999999999,,0.0,0.0,,720.0,0.0,1634997.5999999999,0.0,Denpasar - WP B2B,6281238363382,,,Network B2B
2024-02-06 11:31:00+00:00,WP51510311113,Toko_Cakra_Dewata,B2B20240206W2202205_03E,INV/SIP/2024/000002015,Complete,,1082B2BWP_MAWP,B2B - AWP,PPB3Q40,Pepsodent Pasta Gigi Pencegah Gigi Berlubang 120gr (Pcs),'-,Warung Pintar : Bispin 1,6727.06,8152.780000000001,72,587000.16,522430.1424,,72.0,587000.16,,0.0,0.0,,72.0,0.0,587000.16,0.0,Denpasar - WP B2B,6285738171759,,,Network B2B
2024-02-06 14:22:00+00:00,WP51510311055,Manik,B2B20240206W2202205_10E,INV/SIP/2024/000002066,Complete,,1082B2BWP_MAWP,B2B - AWP,PPB3Q40,Pepsodent Pasta Gigi Pencegah Gigi Berlubang 120gr (Pcs),'-,Warung Pintar : Bispin 1,6727.06,7708.33,144,1109999.52,987899.5728000001,,144.0,1109999.52,,0.0,0.0,,144.0,0.0,1109999.52,0.0,Denpasar - WP B2B,6281330010601,,,Network B2B
2024-02-06 14:22:00+00:00,WP51510311055,Manik,B2B20240206W2202205_10E,INV/SIP/2024/000002066,Complete,,1082B2BWP_MAWP,B2B - AWP,PPB3Q48,Pepsodent Pasta Gigi Pencegah Gigi Berlubang 75gr (Pcs),'-,Warung Pintar : Bispin 1,3632.99,4076.3900000000003,288,1174000.32,1044860.2848,,288.0,1174000.32,,0.0,0.0,,288.0,0.0,1174000.32,0.0,Denpasar - WP B2B,6281330010601,,,Network B2B
2024-02-06 13:38:47+00:00,WP35352513149,Toko_Rekah_,B2B20240206W2202907_011S,INV/SIP/2024/000002065,Processing,,1085B2BWP_MAWP,B2B - AWP,WAB1Q05,Formula Sikat Gigi Dbl Act Soft (Pcs) / pcs,'-,Warung Pintar : Bispin 1,2299.79979167,2625.0,144,378000.0,336420.0,,144.0,378000.0,,0.0,0.0,,144.0,0.0,378000.0,0.0,Surabaya - WP B2B,6285100099199,,,Network B2B
2024-02-06 13:38:47+00:00,WP35351517738,Nafiri_Toko,B2B20240206W2202907_015S,INV/SIP/2024/000002056,Complete,,1085B2BWP_MAWP,B2B - AWP,WAB9E05,Madu Tj Murni 500gr (Pcs),'-,Warung Pintar : Bispin 1,38080.0,42666.67,12,512000.04,455680.0356,,12.0,512000.04,,0.0,0.0,,12.0,0.0,512000.04,0.0,Surabaya - WP B2B,6282230158604,,,Network B2B
2024-02-06 13:38:47+00:00,WP35351518346,Toko_Meta_Porong,B2B20240206W2202907_016S,INV/SIP/2024/000002058,Complete,,1085B2BWP_MAWP,B2B - AWP,WAB1Q72,Sariwangi Teh Celup 7.4g 1 x 48 x 6 (Sachet) / pcs,'-,Warung Pintar : Bispin 1,679.3,753.47,288,216999.36000000002,193129.4304,,288.0,216999.36000000002,,0.0,0.0,,288.0,0.0,216999.36000000002,0.0,Surabaya - WP B2B,6281359686966,,,Network B2B
2024-02-06 13:38:47+00:00,WP353578120175,Tk_Rochmah,B2B20240206W2202907_019S,INV/SIP/2024/000002061,Complete,,1085B2BWP_MAWP,B2B - AWP,WAB0C19,Sunlight Sabun Cuci Piring Jeruk Nipis Refill 210ml (Pcs) / pcs,'-,Warung Pintar : Bispin 1,3649.93,3750.0,240,900000.0,801000.0,,240.0,900000.0,,0.0,0.0,,240.0,0.0,900000.0,0.0,Surabaya - WP B2B,6281333335673,,,Network B2B
2024-02-06 13:38:47+00:00,WP353578120175,Tk_Rochmah,B2B20240206W2202907_019S,INV/SIP/2024/000002061,Complete,,1085B2BWP_MAWP,B2B - AWP,WAB1Q58,Lifebuoy Shampoo Anti Dandruff 9ml 1 x 40 x 12 (Sachet) / pcs,'-,Warung Pintar : Bispin 1,340.12,360.42,480,173001.6,153971.424,,480.0,173001.6,,0.0,0.0,,480.0,0.0,173001.6,0.0,Surabaya - WP B2B,6281333335673,,,Network B2B
2024-02-06 13:38:47+00:00,WP353578120175,Tk_Rochmah,B2B20240206W2202907_019S,INV/SIP/2024/000002061,Complete,,1085B2BWP_MAWP,B2B - AWP,WAB1Q57,Lifebuoy Shampo Perawatan Rambut Rontok 9ml 1 x 40 x 12 (Sachet) / pcs,'-,Warung Pintar : Bispin 1,340.12,360.42,480,173001.6,153971.424,,480.0,173001.6,,0.0,0.0,,480.0,0.0,173001.6,0.0,Surabaya - WP B2B,6281333335673,,,Network B2B
2024-02-06 13:38:47+00:00,WP353578120175,Tk_Rochmah,B2B20240206W2202907_019S,INV/SIP/2024/000002061,Complete,,1085B2BWP_MAWP,B2B - AWP,WAB9K31,Bango Kecap Manis 135ml (Pcs),'-,Warung Pintar : Bispin 1,7688.06,8187.5,48,393000.0,349770.0,,48.0,393000.0,,0.0,0.0,,48.0,0.0,393000.0,0.0,Surabaya - WP B2B,6281333335673,,,Network B2B
2024-02-06 12:19:36+00:00,WP32320415550,Ude_Munthe,B2B20240206W2302181_002B,INV/SIP/2024/000002032,Complete,,1081B2BWP_MAWP,B2B - AWP,WAB9M45,Royco Bumbu Kaldu Sapi 94gr - 100gr (Pcs),'-,Warung Pintar : Bispin 1,3692.34,3972.22,468,1858998.96,1654509.0744,,468.0,1858998.96,,0.0,0.0,,468.0,0.0,1858998.96,0.0,Bandung - WP B2B,6281214031183,,,Network B2B
2024-02-06 12:19:36+00:00,WP32320415550,Ude_Munthe,B2B20240206W2302181_002B,INV/SIP/2024/000002032,Complete,,1081B2BWP_MAWP,B2B - AWP,WAB9H81,Lux Sabun Batang Botanicals Magical Orchid 70gr - 75gr (Pcs),'-,Warung Pintar : Bispin 1,2962.70138889,3263.89,288,940000.32,836600.2848,,288.0,940000.32,,0.0,0.0,,288.0,0.0,940000.32,0.0,Bandung - WP B2B,6281214031183,,,Network B2B
2024-02-06 12:19:36+00:00,WP32320415550,Ude_Munthe,B2B20240206W2302181_002B,INV/SIP/2024/000002032,Complete,,1081B2BWP_MAWP,B2B - AWP,WAB1Q63,Sunsilk Shampoo Soft & Smooth 9ml - 11ml 1 x 40 x 12 (Sachet) / pcs,'-,Warung Pintar : Bispin 1,679.3,725.0,960,696000.0,619440.0,,960.0,696000.0,,0.0,0.0,,960.0,0.0,696000.0,0.0,Bandung - WP B2B,6281214031183,,,Network B2B
2024-02-06 12:19:36+00:00,WP32320415550,Ude_Munthe,B2B20240206W2302181_002B,INV/SIP/2024/000002032,Complete,,1081B2BWP_MAWP,B2B - AWP,WAB1Q70,Clear Shampoo Anti Ketombe Ice Cool Menthol 9 - 11ml 1 x 40 x 12 (Sachet) / pcs,'-,Warung Pintar : Bispin 1,679.30182292,725.0,960,696000.0,619440.0,,960.0,696000.0,,0.0,0.0,,960.0,0.0,696000.0,0.0,Bandung - WP B2B,6281214031183,,,Network B2B
2024-02-06 12:19:36+00:00,WP32320415550,Ude_Munthe,B2B20240206W2302181_002B,INV/SIP/2024/000002032,Complete,,1081B2BWP_MAWP,B2B - AWP,WAB9M14,Lux Sabun Batang Lily Fresh 70gr - 75gr (Pcs),'-,Warung Pintar : Bispin 1,2963.106875,3263.89,144,470000.16,418300.1424,,144.0,470000.16,,0.0,0.0,,144.0,0.0,470000.16,0.0,Bandung - WP B2B,6281214031183,,,Network B2B
2024-02-06 15:10:00+00:00,,Astro,SIP202402-ID1/POR/24010000005608,INV/SIP/2024/000002093,Processing,,10758576_MSPS,PT Astro Technologies Indonesia - Sooplai Sirclo,WAB9T82,ABC Terasi Udang 20x3.8gr - 4.2gr (Pak),'-,Sooplai : Sooplai Sirclo,5348.62707672,6286.5,756,4752594.0,4229808.66,,756.0,4752594.0,,0.0,0.0,,756.0,0.0,4752594.0,0.0,FF - KG B2B (SIP),0,,,B2B
2024-02-06 15:10:00+00:00,,Astro,SIP202402-ID1/POR/24010000005608,INV/SIP/2024/000002093,Processing,,10758576_MSPS,PT Astro Technologies Indonesia - Sooplai Sirclo,WAB0C69,ABC Sarden Saus Tomat 155 g (Pcs),'-,Sooplai : Sooplai Sirclo,9100.0,10692.0,600,6415200.0,5709528.0,,600.0,6415200.0,,0.0,0.0,,600.0,0.0,6415200.0,0.0,FF - KG B2B (SIP),0,,,B2B
2024-02-06 15:20:00+00:00,,Beni,SIP202402-000009,,Processing,Cancelled,10478524_MSPR,Beni - Sooplai Reg,WAB9Y87,Nutribaby Royal 2 Formula 800gr (Pcs),Aladdin Sarana Indonesia,,,237500.0,100,23750000.0,21137500.0,2024-02-06 15:19:20.187000+00:00,100.0,23750000.0,,0.0,0.0,,0.0,0.0,0.0,0.0,FF - KG B2B (SIP),81281890561,106.652710,-6.202394,B2B
2024-02-06 15:20:00+00:00,,Beni,SIP202402-000009,,Processing,Cancelled,10478524_MSPR,Beni - Sooplai Reg,WAB0A13,My Baby Minyak Telon Plus 150ml (Pcs),Tempo Scan Group,,,28500.0,11040,314640000.0,280029600.0,2024-02-06 15:19:20.187000+00:00,11040.0,314640000.0,,0.0,0.0,,0.0,0.0,0.0,0.0,FF - KG B2B (SIP),81281890561,106.652710,-6.202394,B2B
2024-02-06 15:20:00+00:00,,Beni,SIP202402-000009,,Processing,Cancelled,10478524_MSPR,Beni - Sooplai Reg,WAB0B49,Bebelac 3 Vanilla Susu Pertumbuhan Bubuk 3000gr (Pcs),Tempo Scan Group,,,460000.0,300,138000000.0,122820000.0,2024-02-06 15:19:20.187000+00:00,300.0,138000000.0,,0.0,0.0,,0.0,0.0,0.0,0.0,FF - KG B2B (SIP),81281890561,106.652710,-6.202394,B2B
2024-02-06 06:30:00+00:00,,,PO-25035515,INV/KNS/2024/000015565,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,GNB0R35,Goo.N Smile Baby Comfort Fit L-18 .,Orami,,,11800.0,11,129800.0,115522.0,2024-02-06 08:40:27.390000+00:00,11.0,129800.0,2024-02-08 11:52:55+00:00,11.0,129800.0,2024-02-08 12:01:25+00:00,23.0,0.0,271400.0,0.0,Legok 10K - Orami Spm (KNS),6287889939953,107.1839024,-6.4404745,Orami
2024-02-06 06:32:00+00:00,,,PO-25035520,INV/KNS/2024/000015565,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,GNB0R35,Goo.N Smile Baby Comfort Fit L-18 .,Orami,,,11800.0,11,129800.0,115522.0,2024-02-06 08:40:31.379000+00:00,11.0,129800.0,2024-02-08 11:52:55+00:00,11.0,129800.0,2024-02-08 12:01:26+00:00,23.0,0.0,271400.0,0.0,Legok 10K - Orami Spm (KNS),6287889939953,107.1839024,-6.4404745,Orami
2024-02-06 09:30:00+00:00,,NINGRUM,PO-25036593,,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORB3S33,Mama's Choice Adjustable Maternity Legging - Light Gray,Orami,,,129000.0,1,129000.0,114810.0,2024-02-06 09:50:18.277000+00:00,1.0,129000.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Legok 10K - Orami Spm (KNS),628989361732,107.1839024,-6.4404745,Orami
2024-02-06 09:30:00+00:00,,NINGRUM,PO-25036593,INV/KNS/2024/000017145,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,NCB0P64,Bebelac 3 Vanila Susu Pertumbuhan Bubuk 800 GR,Orami,,,143600.0,1,143600.0,127804.0,2024-02-13 18:21:15.605000+00:00,1.0,143600.0,2024-02-13 20:44:31+00:00,3.0,430800.0,2024-02-13 21:02:23+00:00,1.0,0.0,143600.0,0.0,Benoa - Orami Spm (KNS),628989361732,107.1839024,-6.4404745,Orami
2024-02-06 09:30:00+00:00,,NINGRUM,PO-25036593,INV/KNS/2024/000017145,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,NCB0P65,Bebelac 3 Vanila Susu Pertumbuhan Bubuk 1800 GR,Orami,,,298600.0,1,298600.0,265754.0,2024-02-13 18:21:15.605000+00:00,1.0,298600.0,2024-02-13 20:44:31+00:00,3.0,895800.0,2024-02-13 21:02:23+00:00,1.0,0.0,298600.0,0.0,Benoa - Orami Spm (KNS),628989361732,107.1839024,-6.4404745,Orami
2024-02-06 14:57:00+00:00,,Fauzi,PO-25040537,,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORG3J70,Free Diapers Pouch Baby Happy Pinkfong,Orami,,,0.0,1,0.0,0.0,2024-02-07 11:09:24.120000+00:00,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Legok 10K - Orami Spm (KNS),6285695803224,106.9707831,-6.3189387,Orami
2024-02-06 14:57:00+00:00,,Fauzi,PO-25040537,,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORB4B84,BABY HAPPY Pants Popok Bayi Celana Extra Kering PinkFong M34+2,Orami,,,46100.0,1,46100.0,41029.0,2024-02-07 11:09:24.120000+00:00,1.0,46100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Legok 10K - Orami Spm (KNS),6285695803224,106.9707831,-6.3189387,Orami
2024-02-06 14:57:00+00:00,,Fauzi,PO-25040537,,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORG3J72,Free Mug Baby Happy Pinkfong,Orami,,,0.0,1,0.0,0.0,2024-02-07 11:09:24.120000+00:00,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Legok 10K - Orami Spm (KNS),6285695803224,106.9707831,-6.3189387,Orami
2024-02-06 14:57:00+00:00,,Fauzi,PO-25040537,,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORB4B85,BABY HAPPY Pants Popok Bayi Celana Extra Kering PinkFong L30+2,Orami,,,46400.0,3,139200.0,123888.0,2024-02-07 11:09:24.120000+00:00,3.0,139200.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Legok 10K - Orami Spm (KNS),6285695803224,106.9707831,-6.3189387,Orami
2024-02-06 14:57:00+00:00,,Fauzi,PO-25040537,,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,ORG3J71,Free Totebag Kanvas Baby Happy Pinkfong,Orami,,,0.0,1,0.0,0.0,2024-02-07 11:09:24.120000+00:00,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,Legok 10K - Orami Spm (KNS),6285695803224,106.9707831,-6.3189387,Orami
2024-02-06 21:45:00+00:00,,/,PO-25045798,INV/KNS/2024/000015240,Processing,Sales Order,rubix-orami_ORAMI,Orami Official Store - ORAMI,TSB4J64,My Baby Minyak Telon Plus 90ml,Orami,Non-Consignment : Orami Official Store,19457.75666667,21600.0,3,64800.0,57672.0,2024-02-06 21:58:17.484000+00:00,3.0,64800.0,2024-02-07 16:44:03+00:00,3.0,64800.0,2024-02-07 17:01:16+00:00,3.0,0.0,64800.0,0.0,Legok 10K - Orami Spm (KNS),6283113550888,106.7827927,-6.353832,Orami
2024-02-06 11:55:00+00:00,,Cuncun,SIP202402-000006,INV/SIP/2024/000002019,Processing,Sales Order,10478544_MSPR,Cuncun - Sooplai Reg,WAB0B49,Bebelac 3 Vanilla Susu Pertumbuhan Bubuk 3000gr (Pcs),Tempo Scan Group,Sooplai : Sooplai Reg,426626.57,465500.0,40,18620000.0,16571800.0,2024-02-06 11:56:21.013000+00:00,40.0,18620000.0,2024-02-06 15:52:20.358801+00:00,80.0,37240000.0,2024-02-07 21:30:48+00:00,40.0,0.0,18620000.0,0.0,FF - KG B2B (SIP),85691019896,106.6326192,-6.5739203,B2B
2024-02-06 11:55:00+00:00,,Cuncun,SIP202402-000006,INV/SIP/2024/000002019,Processing,Sales Order,10478544_MSPR,Cuncun - Sooplai Reg,WAB0B48,Bebelac 3 Madu Susu Pertumbuhan Bubuk 3000gr (Pcs),Tempo Scan Group,Sooplai : Sooplai Reg,426626.57,465500.0,40,18620000.0,16571800.0,2024-02-06 11:56:21.013000+00:00,40.0,18620000.0,2024-02-06 15:52:20.358801+00:00,80.0,37240000.0,2024-02-07 21:30:48+00:00,40.0,0.0,18620000.0,0.0,FF - KG B2B (SIP),85691019896,106.6326192,-6.5739203,B2B
2024-02-06 14:45:00+00:00,,Sumantri,SIP202402-000007,INV/SIP/2024/000002042,Processing,Sales Order,10478537_MSPR,Cecep Sumantri - Sooplai Reg,WAB0A17,Vidoran Xmart 3+ Vanilla 700gr (Pcs),Tempo Scan Group,Sooplai : Sooplai Reg,44519.43083333,45000.0,240,10800000.0,9612000.0,2024-02-06 14:51:22.623000+00:00,240.0,10800000.0,2024-02-06 16:44:22.280609+00:00,480.0,21600000.0,2024-02-07 21:30:48+00:00,240.0,0.0,10800000.0,0.0,FF - KG B2B (SIP),87771133794,106.652710,-6.202394,B2B
2024-02-06 14:45:00+00:00,,Nusantara,SIP202402-000008,INV/SIP/2024/000002092,Processing,Sales Order,10478572_MSPR,PT Nusantara Makmur Berkat Bersama - Sooplai Reg,WAB0E18,MamyPoko Popok Celana Royal Soft - L 52 - Boys - 2 Pack Exclusive Online (Dus),DIGITAL DISTRIBUSI INDONESIA,Sooplai : Sooplai Reg,229618.04466667,279200.0,15,4188000.0,3727320.0,2024-02-06 14:51:21.081000+00:00,15.0,4188000.0,2024-02-06 18:48:44.092118+00:00,105.0,29316000.0,2024-02-07 21:30:48+00:00,15.0,0.0,4188000.0,0.0,FF - KG B2B (SIP),82113447900,106.742319,-6.1912334,B2B
2024-02-06 15:20:00+00:00,,Jaya,SIP202402-000010,INV/SIP/2024/000002090,Processing,Sales Order,10478545_MSPR,PT Jaya Putra Panipahan - Sooplai Reg,WAB0B48,Bebelac 3 Madu Susu Pertumbuhan Bubuk 3000gr (Pcs),Tempo Scan Group,Sooplai : Sooplai Reg,426626.57,460000.0,300,138000000.0,122820000.0,2024-02-06 15:19:18.699000+00:00,300.0,138000000.0,2024-02-06 18:49:49.520889+00:00,1500.0,690000000.0,2024-02-09 17:01:36+00:00,300.0,0.0,138000000.0,0.0,FF - KG B2B (SIP),81292127065,107.0421324,-6.3634304,B2B
